국가별수출입 실적,,,,,,
,,,,,,
"통계기준:수리일,조회구분:202001 ~202207 ,국가:전체",,,,,,
,,,,,,"단위:천 불(USD 1,000)"
2022.02,조지아,390,"10,140",39,551,"9,589"
2022.02,아제르바이잔,520,"9,642",9,42,"9,600"
2022.02,파라과이,159,"9,146",20,925,"8,221"
2022.02,카메룬,121,"8,440",10,47,"8,393"
2022.02,세네갈,360,"7,011",49,"3,611","3,400"
2022.02,레바논,158,"6,663",49,"1,692","4,971"
2022.02,에스토니아,262,"6,416",293,"5,797",619
2022.02,앙골라,239,"5,953",2,146,"5,807"
2022.02,이디오피아,66,"5,888",242,"4,404","1,484"
2022.02,룩셈부르그,96,"5,742",191,"6,198",-456
2022.02,예맨,273,"5,659",75,"8,604","-2,944"
2022.02,사이프러스,151,"5,555",28,556,"4,999"
2022.02,라오스,127,"5,430",138,"4,682",749
2022.02,아이티,109,"5,361",11,262,"5,099"
2022.02,괌,372,"5,342",36,469,"4,873"
2022.02,니카라과,169,"5,274",27,418,"4,856"
2022.02,니제르,13,"4,565",4,14,"4,551"
2022.02,모리셔스,105,"4,259",43,643,"3,615"
2022.02,부르키나 파소,27,"4,229",1,1,"4,227"
2022.02,파푸아 뉴기니,49,"4,105",22,"98,516","-94,411"
2022.02,팔레스타인 해방기구,83,"4,039",2,81,"3,957"
2022.02,불령 리유니온 코모도 제도,29,"3,799",2,6,"3,792"
2022.02,라트비아,211,"3,795",311,"7,498","-3,703"
2022.02,콩고민주공화국,44,"3,792",50,"88,741","-84,949"
2022.02,베라루스,107,"3,790",87,"1,380","2,410"
2022.02,기타국,33,"3,618",617,"394,708","-391,091"
2022.02,트리니다드 토바고,70,"3,504",54,"30,336","-26,831"
2022.02,아이슬란드,65,"3,407",29,568,"2,839"
2022.02,타지크,637,"3,384",2,0,"3,384"
2022.02,자마이카,44,"3,197",11,255,"2,942"
2022.02,지부티,45,"3,044",1,0,"3,044"
2022.02,사모아,9,"3,016",4,124,"2,891"
2022.02,말라위,9,"2,961",19,"1,864","1,098"
2022.02,솔로몬 군도,14,"2,767",2,"2,705",62
2022.02,베네주엘라,57,"2,752",12,351,"2,401"
2022.02,피지,79,"2,668",15,518,"2,150"
2022.02,몰도바,91,"2,579",365,"3,072",-493
2022.02,네팔,94,"2,535",77,267,"2,268"
2022.02,알바니아,120,"2,501",195,"2,343",158
2022.02,짐바브웨,35,"2,447",8,"1,520",926
2022.02,브루나이,170,"2,423",14,"54,796","-52,372"
2022.02,아르메니아,59,"2,411",288,"3,452","-1,041"
2022.02,마다카스카르,156,"2,378",100,"6,831","-4,453"
2022.02,볼리비아,77,"2,355",23,"131,491","-129,136"
2022.02,뉴 칼레도니아,49,"2,276",7,"15,716","-13,439"
2022.02,기니,135,"2,190",75,"8,315","-6,124"
2022.02,르완다,68,"1,890",7,146,"1,745"
2022.02,토고,79,"1,707",34,"6,531","-4,824"
2022.02,베닝,42,"1,707",1,0,"1,707"
2022.02,잠비아,42,"1,626",10,"14,934","-13,307"
2022.02,마세도니아,34,"1,531",26,625,906
2022.02,가이아나,44,"1,455",2,315,"1,140"
2022.02,콩고,39,"1,361",7,588,774
2022.02,마카오,137,"1,246",23,66,"1,179"
2022.02,시리아,73,"1,233",2,0,"1,233"
2022.02,북마리아나 군도,90,"1,213",12,306,907
2022.02,투발루,12,"1,166",0,0,"1,166"
2022.02,우간다,43,"1,133",26,559,573
2022.02,모리타니,19,"1,119",11,"1,029",90
2022.02,소말리아,15,909,3,311,598
2022.02,리히텐슈타인,17,883,68,"1,755",-872
2022.02,세이쉘,23,784,4,466,318
2022.02,아프카니스탄,17,755,15,6,749
2022.02,과델로프,9,732,4,20,712
2022.02,몰디브,44,725,3,2,723
2022.02,쿠바,20,720,4,517,203
2022.02,영령 캐이맨 군도,9,713,0,0,713
2022.02,바베이도스,15,659,4,18,641
2022.02,수리남,19,653,13,291,362
2022.02,보스니아-헤르체고비나,33,597,255,"3,807","-3,210"
2022.02,세인트 빈센트 그레나딘,9,590,0,0,590
2022.02,세인트 마틴,3,583,0,0,583
2022.02,아루바,46,509,0,0,509
2022.02,세인트 루시아,10,487,0,0,487
2022.02,키리바티,24,473,2,130,343
2022.02,버뮤다,6,471,0,0,471
2022.02,부탄,27,465,1,0,465
2022.02,마이크로네시아,39,462,1,0,462
2022.02,불령 가이아나,10,461,0,0,460
2022.02,가봉,25,427,4,"98,736","-98,309"
2022.02,남수단,1,402,0,0,402
2022.02,아메리칸 사모아,15,394,4,237,157
2022.02,안티가 바부다,13,379,12,132,247
2022.02,나미비아,18,355,4,130,225
2022.02,스와질랜드,14,352,13,135,217
2022.02,코모로스,3,347,1,38,309
2022.02,벨리제,10,339,1,0,339
2022.02,마티니크,9,335,1,0,334
2022.02,바누아투,32,327,11,"1,751","-1,424"
2022.02,말리,12,293,0,0,293
2022.02,큐라소,16,288,0,0,288
2022.02,감비아,27,258,6,525,-266
2022.02,시에라 리온,9,257,17,"1,421","-1,165"
2022.02,투르크멘,8,255,1,0,255
2022.02,메요트,1,253,0,0,253
2022.02,카보 베르데,5,250,0,1,249
2022.02,보츠와나,12,246,5,48,198
2022.02,그레나다,5,199,1,1,199
2022.02,불령 폴리네시아,31,173,1,64,109
2022.02,몬테네그로,6,162,4,"17,337","-17,175"
2022.02,부룬디,13,156,9,10,146
2022.02,도미니카,9,131,3,4,127
2022.02,안타티카,2,106,0,0,106
2022.02,팔라우,10,86,0,0,86
2022.02,나우루,3,75,0,0,75
2022.02,티모르,8,74,3,"64,909","-64,836"
2022.02,영령 버진군도,3,63,2,0,62
2022.02,중앙아프리카공화국,3,57,2,1,56
2022.02,적도 기니,3,51,1,44,7
2022.02,지브랄타,15,43,2,1,43
2022.02,네덜란드 열도,9,37,0,0,37
2022.02,산마리노,2,25,8,133,-108
2022.02,레소토,1,20,2,8,12
2022.02,앙귈라,4,18,1,1,16
2022.02,안도라,6,16,9,6,10
2022.02,투르크 & 카이코스 군도,1,11,0,0,11
2022.02,챠드,1,11,0,0,11
2022.02,에리트리아,1,7,0,0,7
2022.02,세인트 키츠 네비스,2,6,5,4,3
2022.02,상토메 프린스페,2,5,0,0,5
2022.02,세인트 바르탤르미,3,4,0,0,4
2022.02,모나코,1,3,5,32,-30
2022.02,쿡 아일랜드,2,2,0,0,2
2022.02,미령 버진군도,6,1,40,14,-13
2022.02,기네비소,1,1,3,227,-226
2022.02,그린랜드,2,0,0,0,0
2022.02,토켈라우,0,0,3,5,-5
2022.02,남조지아 & 남샌드위치 군도,0,0,0,0,0
2022.02,세인트 헬레나,0,0,1,0,0
2022.02,피트카이른,0,0,0,3,-3
2022.02,저어지,3,0,5,1,0
2022.02,왈라스 & 퓨투나 군도,0,0,1,0,0
2022.02,통가,0,0,1,0,0
2022.02,니우에,0,0,2,10,-10
2022.03,중국,"149,230","15,639,101","499,528","12,622,035","3,017,067"
2022.03,미국,"221,606","9,639,734","1,881,516","6,992,785","2,646,949"
2022.03,베트남,"57,595","6,136,906","82,906","2,632,311","3,504,595"
2022.03,홍콩,"23,920","2,845,922","45,632","190,404","2,655,518"
2022.03,일본,"434,387","2,777,482","237,971","5,331,135","-2,553,653"
2022.03,대만,"38,446","2,622,353","27,432","2,417,384","204,969"
2022.03,싱가포르,"72,633","2,118,968","12,161","752,929","1,366,039"
2022.03,호주,"17,928","1,673,038","56,688","4,395,630","-2,722,592"
2022.03,인도,"19,600","1,508,026","15,142","981,105","526,921"
2022.03,멕시코,"18,443","1,357,914","8,440","560,766","797,149"
2022.03,필리핀,"28,146","1,160,513","8,406","443,550","716,963"
2022.03,말레이시아,"68,872","982,362","14,256","1,323,324","-340,962"
2022.03,독일,"17,030","952,751","264,947","2,223,867","-1,271,117"
2022.03,인도네시아,"26,268","875,257","11,300","1,533,922","-658,665"
2022.03,태국,"18,960","786,895","45,818","760,913","25,982"
2022.03,캐나다,"19,457","759,614","31,251","879,265","-119,651"
2022.03,튀르키예,"8,978","733,429","4,616","117,427","616,002"
2022.03,영국,"11,568","728,184","43,157","424,067","304,118"
2022.03,폴란드,"7,112","651,749","2,908","74,111","577,639"
2022.03,네덜란드,"9,692","627,320","8,033","633,721","-6,401"
2022.03,이탈리아,"7,373","521,225","69,951","730,269","-209,045"
2022.03,브라질,"9,849","479,397","2,216","746,696","-267,300"
2022.03,헝가리,"2,507","442,427","1,812","56,897","385,530"
2022.03,벨기에,"2,959","411,978","3,328","196,854","215,124"
2022.03,프랑스,"6,985","408,440","38,683","661,255","-252,815"
2022.03,사우디아라비아,"3,207","395,285",676,"3,465,779","-3,070,494"
2022.03,러시아 연방,"3,499","350,920","1,848","1,618,516","-1,267,597"
2022.03,뉴질랜드,"3,342","344,067","40,611","151,578","192,489"
2022.03,그리스,"1,113","336,376",487,"15,018","321,358"
2022.03,스페인,"4,917","327,612","10,250","256,566","71,045"
2022.03,아랍에미리트 연합,"7,065","326,321","1,001","783,227","-456,906"
2022.03,슬로바키아,"1,791","293,326","1,548","62,047","231,279"
2022.03,체코공화국,"2,796","288,665","4,809","106,379","182,286"
2022.03,라이베리아,49,"227,614",68,565,"227,049"
2022.03,마샬군도,34,"224,415",20,43,"224,372"
2022.03,우즈베크,"1,523","194,570",72,"4,510","190,059"
2022.03,이스라엘,"2,489","179,493","1,964","156,390","23,103"
2022.03,오스트리아,"3,671","163,854","4,543","168,422","-4,568"
2022.03,이집트,"3,710","162,248",456,"197,503","-35,255"
2022.03,몰타,393,"154,643",232,"11,323","143,320"
2022.03,파키스탄,"1,840","147,420",758,"37,793","109,627"
2022.03,스웨덴,"1,889","144,779","4,397","164,959","-20,180"
2022.03,남아프리카공화국,"2,048","139,215",525,"303,324","-164,109"
2022.03,칠레,"3,736","130,648","1,738","586,232","-455,584"
2022.03,방글라데시,"2,885","120,507","2,046","82,384","38,123"
2022.03,바하마,50,"118,973",6,7,"118,966"
2022.03,슬로베니아,794,"87,115",431,"10,124","76,991"
2022.03,사이프러스,162,"83,973",39,"1,170","82,803"
2022.03,요르단,"2,023","83,752",119,"14,704","69,048"
2022.03,카자흐스탄,"1,261","80,465",58,"621,924","-541,459"
2022.03,콜롬비아,"1,390","76,897","1,028","76,546",351
2022.03,이라크,759,"72,867",52,"666,604","-593,737"
2022.03,캄보디아,"2,724","67,414","1,203","47,413","20,001"
2022.03,나이지리아,"1,081","66,707",75,"276,789","-210,082"
2022.03,포루투갈,"1,008","64,596","8,528","40,469","24,127"
2022.03,페루,"1,378","58,638","1,236","380,761","-322,122"
2022.03,스위스,"1,589","58,397","4,823","289,555","-231,158"
2022.03,노르웨이,729,"56,666","2,125","128,735","-72,069"
2022.03,아일랜드,715,"55,730","1,666","105,552","-49,822"
2022.03,루마니아,"1,090","53,574","4,736","61,279","-7,705"
2022.03,카타르,800,"46,907",160,"1,108,911","-1,062,005"
2022.03,리비아,"6,444","44,853",7,706,"44,147"
2022.03,에쿠아도르,620,"42,819",212,"11,450","31,369"
2022.03,피지,118,"41,193",17,217,"40,977"
2022.03,리투아니아,328,"40,658",642,"17,646","23,012"
2022.03,몽골,"2,321","39,993","2,347","2,291","37,702"
2022.03,푸에르토리코,229,"37,765",141,"27,651","10,113"
2022.03,덴마크,"1,267","37,764","3,523","83,279","-45,515"
2022.03,괌,437,"36,779",37,433,"36,346"
2022.03,아르헨티나,"1,223","35,640",521,"182,207","-146,567"
2022.03,미얀마,946,"34,470",741,"69,818","-35,347"
2022.03,쿠웨이트,625,"34,005",67,"1,358,219","-1,324,214"
2022.03,모로코,429,"33,671",719,"18,693","14,978"
2022.03,오만,459,"30,294",84,"452,391","-422,098"
2022.03,도미니카 공화국,642,"27,237",162,"9,788","17,449"
2022.03,케냐,346,"26,235",120,"6,377","19,858"
2022.03,파나마,872,"24,070",80,"37,202","-13,131"
2022.03,과테말라,"1,002","23,512",393,"10,929","12,583"
2022.03,세르비아,301,"23,065",185,"8,210","14,855"
2022.03,스리랑카,887,"22,679",619,"14,657","8,022"
2022.03,가나,879,"22,451",32,"3,037","19,414"
2022.03,핀란드,742,"21,708","1,232","108,357","-86,648"
2022.03,이란,240,"20,388",24,468,"19,920"
2022.03,코스타리카,873,"19,745",572,"13,773","5,972"
2022.03,알제리,236,"19,549",34,"183,695","-164,146"
2022.03,탄자니아,370,"16,872",43,"3,831","13,042"
2022.03,튀니지,189,"16,699","1,052","15,402","1,297"
2022.03,코트디봐르,199,"16,674",15,"1,669","15,005"
2022.03,크로아티아,236,"16,513",142,"3,786","12,727"
2022.03,우루과이,184,"16,504",85,"19,563","-3,059"
2022.03,키르기스스탄,791,"14,152",23,17,"14,135"
2022.03,불가리아,490,"13,257","2,043","27,530","-14,273"
2022.03,엘살바도르,276,"13,130",194,"3,941","9,190"
2022.03,조지아,244,"11,029",30,"1,733","9,296"
2022.03,수단,130,"10,610",3,187,"10,423"
2022.03,모잠비크,90,"10,490",10,"55,521","-45,031"
2022.03,레바논,235,"10,330",39,"1,221","9,109"
2022.03,바레인,325,"10,039",80,"29,828","-19,789"
2022.03,팔레스타인 해방기구,171,"9,831",3,358,"9,473"
2022.03,파라과이,202,"9,808",24,932,"8,876"
2022.03,아제르바이잔,310,"9,778",9,182,"9,596"
2022.03,온두라스,426,"9,443",90,"6,824","2,619"
2022.03,앙골라,218,"8,782",1,3,"8,779"
2022.03,아이티,173,"8,094",18,60,"8,034"
2022.03,세네갈,438,"7,902",47,"3,621","4,281"
2022.03,라오스,154,"6,986",189,"5,718","1,267"
2022.03,기타국,61,"6,778",781,"433,809","-427,031"
2022.03,니카라과,182,"6,732",61,"8,622","-1,891"
2022.03,뉴 칼레도니아,70,"6,022",7,"7,990","-1,968"
2022.03,파푸아 뉴기니,86,"5,944",32,"109,360","-103,416"
2022.03,에스토니아,280,"5,735",311,"6,009",-274
2022.03,베네주엘라,56,"5,139",19,850,"4,290"
2022.03,예맨,88,"5,104",85,"7,824","-2,721"
2022.03,불령 리유니온 코모도 제도,33,"4,442",2,12,"4,430"
2022.03,말라위,12,"4,296",16,995,"3,301"
2022.03,트리니다드 토바고,93,"4,234",53,"26,941","-22,707"
2022.03,라트비아,221,"4,175",300,"8,034","-3,859"
2022.03,불령 폴리네시아,73,"3,988",2,167,"3,821"
2022.03,지부티,73,"3,727",1,2,"3,725"
2022.03,콩고,73,"3,693",12,985,"2,707"
2022.03,이디오피아,59,"3,675",309,"8,394","-4,720"
2022.03,부르키나 파소,29,"3,604",2,32,"3,572"
2022.03,토고,89,"3,318",40,"6,239","-2,921"
2022.03,사모아,43,"3,259",4,169,"3,089"
2022.03,타지크,677,"3,230",13,0,"3,230"
2022.03,말리,24,"3,207",9,"1,786","1,421"
2022.03,키리바티,72,"3,136",6,"1,119","2,017"
2022.03,콩고민주공화국,49,"3,123",71,"148,063","-144,940"
2022.03,카메룬,129,"2,986",10,32,"2,954"
2022.03,자마이카,51,"2,936",12,386,"2,550"
2022.03,브루나이,158,"2,907",10,684,"2,223"
2022.03,몰도바,85,"2,901",398,"2,687",214
2022.03,기니,170,"2,848",75,"7,331","-4,482"
2022.03,아이슬란드,63,"2,831",38,"1,785","1,045"
2022.03,베닝,45,"2,625",2,0,"2,625"
2022.03,아르메니아,82,"2,442",254,"2,411",31
2022.03,마다카스카르,83,"2,438",112,"9,439","-7,000"
2022.03,룩셈부르그,106,"2,385",217,"11,605","-9,220"
2022.03,가이아나,71,"2,287",1,24,"2,263"
2022.03,네팔,111,"2,227",90,337,"1,889"
2022.03,모리셔스,125,"2,223",50,492,"1,731"
2022.03,볼리비아,87,"2,092",33,"25,984","-23,891"
2022.03,마세도니아,60,"2,073",33,359,"1,714"
2022.03,알바니아,107,"2,027",280,"35,998","-33,970"
2022.03,아루바,44,"1,927",5,2,"1,925"
2022.03,베라루스,60,"1,756",48,808,948
2022.03,세이쉘,36,"1,747",10,537,"1,210"
2022.03,시리아,79,"1,649",6,5,"1,645"
2022.03,아프카니스탄,22,"1,628",21,7,"1,621"
2022.03,우크라이나,68,"1,609",227,"59,964","-58,355"
2022.03,기네비소,5,"1,578",7,351,"1,227"
2022.03,수리남,24,"1,464",9,424,"1,039"
2022.03,북마리아나 군도,100,"1,357",7,55,"1,302"
2022.03,소말리아,15,"1,194",2,338,856
2022.03,마티니크,12,"1,175",0,0,"1,175"
2022.03,부탄,36,"1,156",0,0,"1,156"
2022.03,리히텐슈타인,19,"1,103",75,"1,952",-849
2022.03,시에라 리온,23,"1,007",26,"2,921","-1,915"
2022.03,우간다,37,942,28,"1,573",-631
2022.03,잠비아,47,915,5,"5,419","-4,504"
2022.03,투르크멘,39,909,0,0,909
2022.03,마카오,190,908,29,41,867
2022.03,바누아투,36,897,4,102,795
2022.03,벨리제,15,833,4,7,825
2022.03,르완다,50,820,7,195,625
2022.03,투발루,6,817,0,0,817
2022.03,모리타니,21,811,14,"2,179","-1,368"
2022.03,아메리칸 사모아,33,795,13,49,745
2022.03,짐바브웨,30,762,6,325,437
2022.03,과델로프,19,748,2,0,748
2022.03,니제르,3,704,8,6,697
2022.03,보스니아-헤르체고비나,41,694,326,"6,085","-5,391"
2022.03,마이크로네시아,43,653,3,155,498
2022.03,큐라소,27,613,0,0,613
2022.03,몰디브,54,592,2,1,591
2022.03,솔로몬 군도,16,575,0,0,575
2022.03,도미니카,18,540,1,0,540
2022.03,세인트 마틴,3,489,0,0,489
2022.03,바베이도스,14,480,3,62,417
2022.03,세인트 루시아,18,426,0,0,426
2022.03,감비아,29,337,7,977,-640
2022.03,가봉,44,334,8,"95,864","-95,529"
2022.03,안도라,19,299,12,23,276
2022.03,세인트 빈센트 그레나딘,2,273,0,0,273
2022.03,버뮤다,6,256,3,0,256
2022.03,부룬디,14,254,1,0,254
2022.03,불령 가이아나,10,247,0,0,247
2022.03,팔라우,10,221,3,74,147
2022.03,쿠바,11,192,4,416,-224
2022.03,그레나다,3,171,0,0,171
2022.03,산마리노,4,161,20,"1,439","-1,279"
2022.03,카보 베르데,4,153,1,0,153
2022.03,티모르,3,124,1,0,124
2022.03,네덜란드 열도,21,117,1,9,108
2022.03,몬트세라트,4,109,0,0,109
2022.03,보츠와나,21,103,5,25,78
2022.03,스와질랜드,14,68,17,74,-5
2022.03,나우루,8,67,1,"4,501","-4,434"
2022.03,나미비아,8,65,15,445,-380
2022.03,통가,3,50,1,20,30
2022.03,안티가 바부다,11,47,0,1,46
2022.03,지브랄타,20,40,1,0,39
2022.03,에리트리아,1,37,1,"10,818","-10,781"
2022.03,미령 버진군도,8,27,12,7,21
2022.03,세인트 키츠 네비스,3,24,6,9,15
2022.03,몬테네그로,9,22,7,"24,180","-24,158"
2022.03,영령 캐이맨 군도,5,19,1,0,19
2022.03,앙귈라,3,18,1,0,18
2022.03,챠드,3,16,1,0,16
2022.03,적도 기니,2,16,1,"18,740","-18,724"
2022.03,왈라스 & 퓨투나 군도,2,12,0,0,12
2022.03,세인트 바르탤르미,7,10,0,0,10
2022.03,남수단,4,9,0,0,9
2022.03,코모로스,2,8,0,0,8
2022.03,모나코,1,5,10,380,-375
2022.03,영령 버진군도,2,5,5,0,5
2022.03,안타티카,1,4,0,0,4
2022.03,중앙아프리카공화국,1,3,0,0,3
2022.03,레소토,1,3,3,4,-1
2022.03,세인트마틴(생마르탱),1,2,0,0,2
2022.03,포클랜드 군도,1,2,1,1,2
2022.03,세인트 헬레나,1,1,0,22,-21
2022.03,저어지,2,1,7,2,-2
2022.03,토켈라우,0,0,1,22,-22
2022.03,스발비드 군도,0,0,0,2,-2
2022.03,니우에,0,0,3,25,-25
2022.03,영령 인도양,0,0,0,0,0
2022.03,허드 앤 맥도날드 군도,0,0,1,5,-5
2022.03,그린랜드,6,0,0,0,0
2022.03,건지,2,0,1,2,-1
2022.03,파로에 군도,1,0,1,2,-1
2022.03,쿡 아일랜드,0,0,2,1,-1
2022.03,마이너 아우틀링 합중국 군도,0,0,1,1,-1
2022.03,맨섬,0,0,1,87,-87
2022.04,중국,"98,071","12,950,260","480,963","12,328,824","621,437"
2022.04,미국,"197,062","9,605,691","1,824,334","6,604,375","3,001,316"
2022.04,베트남,"56,508","5,405,379","78,181","2,333,962","3,071,417"
2022.04,일본,"192,378","2,631,602","240,664","4,878,485","-2,246,883"
2022.04,대만,"36,149","2,311,123","25,911","2,398,095","-86,971"
2022.04,홍콩,"24,286","2,301,887","46,275","164,214","2,137,673"
2022.04,싱가포르,"58,673","1,857,571","11,243","842,180","1,015,391"
2022.04,호주,"16,403","1,572,834","51,668","2,949,424","-1,376,590"
2022.04,인도,"18,335","1,540,626","14,704","894,583","646,042"
2022.04,필리핀,"26,961","1,234,354","7,937","349,187","885,167"
2022.04,멕시코,"15,251","1,169,189","7,940","581,424","587,765"
2022.04,말레이시아,"57,058","1,013,207","13,894","1,168,000","-154,792"
2022.04,독일,"15,967","894,878","233,851","2,243,734","-1,348,856"
2022.04,인도네시아,"21,253","861,051","10,710","1,282,263","-421,213"
2022.04,튀르키예,"9,004","793,281","4,529","114,135","679,146"
2022.04,태국,"18,125","777,174","41,874","720,879","56,295"
2022.04,캐나다,"18,479","734,156","36,112","736,771","-2,615"
2022.04,영국,"10,470","560,165","33,331","641,880","-81,716"
2022.04,이탈리아,"6,544","538,036","59,983","678,659","-140,623"
2022.04,폴란드,"5,728","509,421","2,597","86,793","422,628"
2022.04,네덜란드,"9,181","495,629","6,997","428,659","66,970"
2022.04,헝가리,"2,486","439,902","1,767","59,085","380,818"
2022.04,프랑스,"6,489","421,998","35,714","591,455","-169,457"
2022.04,벨기에,"2,711","416,943","2,752","232,092","184,851"
2022.04,브라질,"8,114","395,587","1,910","537,481","-141,894"
2022.04,사우디아라비아,"3,104","342,522",588,"3,574,728","-3,232,206"
2022.04,스페인,"4,409","329,176","8,733","220,614","108,562"
2022.04,라이베리아,59,"313,757",48,588,"313,169"
2022.04,아랍에미리트 연합,"6,575","283,539",592,"1,098,337","-814,798"
2022.04,러시아 연방,"3,940","244,821","1,757","1,681,731","-1,436,910"
2022.04,체코공화국,"2,631","225,846","2,845","81,290","144,555"
2022.04,토고,95,"214,351",36,"5,547","208,804"
2022.04,뉴질랜드,"3,101","212,081","48,960","174,134","37,947"
